urlID,Ruler,Denomination,Mat,x,y
323524,CORIO,Stater (gold),Au,375999.9665,149999.4108
323525,CORIO,Stater (gold),Au,376000.2195,149999.1999
323526,CORIO,Stater (gold),Au,376000.1977,150000.8181
323527,CORIO,Stater (gold),Au,375999.9756,150000.7312
323528,CORIO,Stater (gold),Au,375999.0286,150000.7974
323529,BODVOC,Stater (gold),Au,428329.7812,230309.744
323533,ANTED (Dobunni),Stater (gold),Au,454999.3872,233000.2357
323565,CORIO,Stater (gold),Au,441999.2545,252799.7511
323611,CORIO,Quarter stater (gold),Au,405100.3944,256499.6451
323617,EISV,Stater (gold),Au,387999.9142,265000.3681
323625,CORIO,Quarter stater (gold),Au,419000.9393,244299.8482
323698,CATTI,Stater (gold),Au,337999.6371,184000.5411
323699,ANTED (Dobunni),Stater (gold),Au,358999.0879,184999.7992
323709,EISV,Stater (gold),Au,388000.5325,264999.8739
323718,ANTED (Dobunni),Stater (gold),Au,387999.5937,265000.9139
323752,BODVOC,Stater (gold),Au,438000.3201,262000.2467
323753,NULL,Quarter stater (gold),Au,419999.3816,241000.8526
323810,CATTI,Stater (gold),Au,373000.6261,212999.3721
323846,EISV,Stater (gold),Au,393000.4572,208000.4707
323883,NULL,Stater (gold),Au,351999.1586,227999.2638
323887,BODVOC,Stater (gold),Au,413999.0681,256999.8528
323892,CORIO,Stater (gold),Au,361000.1315,230000.9716
323900,BODVOC,Stater (gold),Au,444000.8883,234000.0223
323901,CORIO,Stater (gold),Au,446000.9084,201999.6216
323917,BODVOC,Stater (gold),Au,443000.9826,262000.075
323918,ANTED (Dobunni),Stater (gold),Au,361000.3975,228999.7008
323943,ANTED (Dobunni),Stater (gold),Au,414000.6251,146999.5785
323961,NULL,Stater (gold),Au,414999.6372,102999.1925
323991,EISV,Stater (gold),Au,390000.4781,197999.5838
324059,EISV,Stater (gold),Au,388000.3448,264999.1062
324112,NULL,Quarter stater (gold),Au,428999.3871,150000.9075
324113,NULL,Quarter stater (gold),Au,428999.4491,149999.9632
324117,CORIO,Stater (gold),Au,425000.2737,173999.2142
324124,EISV,Stater (gold),Au,371999.2146,288999.7542
324125,CORIO,Stater (gold),Au,419599.4749,247100.6297
324187,EISV,Stater (gold),Au,400000.5661,243999.8849
324201,NULL,Quarter stater (gold),Au,417999.452,246999.3073
324205,CATTI,Stater (gold),Au,408000.5246,128000.7886
324206,NULL,Quarter stater (gold),Au,429000.0093,149999.795
324217,EISV,Stater (gold),Au,414000.4161,257000.3741
324259,CORIO,Stater (gold),Au,359989.1637,191410.6002
324277,NULL,Quarter stater (gold),Au,418000.064,247000.2778
324293,NULL,Stater (gold),Au,399999.1606,196000.8485
343076,ANTED (Dobunni),Stater (gold),Au,363300.6095,183999.8879
343077,CATTI,Stater (gold),Au,363500.319,183499.0867
343084,ANTED (Dobunni),Stater (gold),Au,354739.5857,201059.9999
343093,ANTED (Dobunni),Stater (gold),Au,359400.1943,185300.8653
343112,CORIO,Stater (gold),Au,338850.9803,217850.1185
347229,ANTED (Dobunni),Stater (gold),Au,361300.9616,186799.6962
347254,ANTED (Dobunni),Stater (gold),Au,362799.0474,190200.0637
347255,CORIO,Stater (gold),Au,360000.2519,194399.7634
347256,CORIO,Stater (gold),Au,359200.0182,191599.3543
353543,CATTI,Stater (gold),Au,336199.9591,187499.5835
361688,ANTED (Dobunni),Stater (gold),Au,308900.9542,166599.8005
361761,CORIO,Quarter Stater (copper alloy),Au,319100.6914,164300.0267
385505,ANTED (Dobunni),Stater (gold),Au,390399.7567,208700.1425
387917,CORIO,Stater (gold),Au,375099.116,175300.1245
403096,EISV,Stater (gold),Au,353122.1138,259678.3582
407141,Uninscribed,Quarter stater (gold),Au,420799.0416,242299.6184
433289,CATTI,Stater (gold),Au,361140.0782,178009.14
441104,EISV,Stater (gold),Au,352891.6572,259621.5078
449465,CATTI,Stater (gold),Au,359015.9715,178701.511
74240,BODVOC,Stater (gold),Au,419011.112,244609.0796
